sensorname,timeline,humidity,lat,lng
Cayey,2022-06-20 08:33:08.010,7.0016,18.1150,-66.1630
East Milton,2022-06-22 18:52:57.483,0.6176,30.6175,-86.9636
Muscle Shoals,2022-06-22 18:52:47.027,1.056,34.7432,-87.6343
Fort Campbell North,2022-06-22 18:53:46.203,2.0768,36.6631,-87.4764
Johnstown,2022-06-22 18:52:53.740,1.2832,40.3499,-104.9482
Ozark,2022-06-22 18:52:37.653,0.5184,31.4508,-85.6473
Southern Pines,2022-06-22 18:52:50.220,1.0336,35.1927,-79.4039
Johnson City,2022-06-22 18:52:37.027,3.888,42.1230,-75.9624
Calera,2022-06-22 18:52:46.127,0.7296,33.1254,-86.7449
Lindenhurst,2022-06-22 18:52:43.533,3.904,42.4175,-88.0257
Piney Green,2022-06-22 18:52:45.927,1.296,34.7498,-77.3208
Falls Church,2022-06-22 18:52:36.207,8.6368,38.8847,-77.1751
Mountain Home,2022-06-22 18:52:52.387,2.9152,43.1324,-115.6970
Lake Stickney,2022-06-22 18:53:10.263,8.8864,47.8733,-122.2582
West Lealman,2022-06-22 18:53:11.503,5.616,27.8192,-82.7384
Port Orchard,2022-06-22 18:52:52.190,1.8304,47.5163,-122.6610
Phillipsburg,2022-06-22 18:52:33.313,5.536,40.6894,-75.1821
Fate,2022-06-22 18:52:53.087,1.4912,32.9430,-96.3858
Metuchen,2022-06-22 18:52:36.003,6.1952,40.5424,-74.3628
Olympia Heights,2022-06-22 18:52:46.617,6.5088,25.7240,-80.3388
Beeville,2022-06-22 18:52:52.067,2.7616,28.4053,-97.7490
Princeton Meadows,2022-06-22 18:53:05.843,6.9088,40.3347,-74.5651
Grain Valley,2022-06-22 18:52:40.900,2.8576,39.0171,-94.2084
Dayton,2022-06-22 18:52:51.167,0.5024,39.2592,-119.5653
Hickory Hills,2022-06-22 18:52:39.400,6.1888,41.7248,-87.8280
Gonzalez,2022-06-22 18:52:46.280,1.1616,30.5822,-87.2906
Greensburg,2022-06-22 18:52:33.507,4.336,40.3113,-79.5445
Antioch,2022-06-22 18:52:42.487,2.1408,42.4742,-88.0721
Hopatcong,2022-06-22 18:52:35.853,1.6128,40.9541,-74.6593
Lakewood Park,2022-06-22 18:52:46.547,2.6432,27.5390,-80.3865
Fairview,2022-06-22 18:52:35.920,20.8192,40.8182,-74.0022
Hawaiian Gardens,2022-06-22 18:52:52.857,18.5824,33.8304,-118.0728
Viera West,2022-06-22 18:53:11.503,1.9264,28.2467,-80.7387
Mount Dora,2022-06-22 18:52:47.453,2.1824,28.8142,-81.6344
Chippewa Falls,2022-06-22 18:52:34.477,1.5488,44.9358,-91.3902
Flower Hill,2022-06-22 18:55:00.903,8.3808,39.1676,-77.1824
Pineville,2022-06-22 18:52:47.333,1.3888,31.3414,-92.4096
Fruitville,2022-06-22 18:52:46.550,2.5632,27.3328,-82.4616
Hockessin,2022-06-22 18:52:37.943,1.7408,39.7837,-75.6815
Williamstown,2022-06-22 18:52:49.157,2.3552,39.6874,-74.9786
Greendale,2022-06-22 18:52:35.407,3.1424,42.9371,-88.0018
Anna,2022-06-22 18:52:51.767,1.0624,33.3472,-96.5508
Weigelstown,2022-06-22 18:52:37.880,2.8096,39.9852,-76.8306
Washington Court House,2022-06-22 18:52:36.170,1.9584,39.5381,-83.4281
Broadlands,2022-06-22 18:52:56.867,5.4048,39.0168,-77.5167
New Franklin,2022-06-22 18:52:40.627,0.6976,40.9525,-81.5838
Youngsville,2022-06-22 18:52:48.300,1.4304,30.0963,-91.9968
West Freehold,2022-06-22 18:52:37.823,2.9472,40.2324,-74.2943
Covington,2022-06-22 18:52:47.177,1.1104,33.6049,-83.8463
Springdale,2022-06-22 18:54:46.100,3.2576,39.8769,-74.9724
Auburn,2022-06-22 18:52:42.600,2.4256,38.8950,-121.0777
Willowick,2022-06-22 18:52:32.920,6.8672,41.6342,-81.4678
Swansea,2022-06-22 18:52:45.250,2.688,38.5507,-89.9858
Vail,2022-06-22 18:52:51.857,0.768,32.0217,-110.6937
Red Bluff,2022-06-22 18:52:52.547,2.3008,40.1735,-122.2413
Lake Wylie,2022-06-22 18:52:45.887,2.2048,35.0997,-81.0678
Kings Park West,2022-06-22 18:53:14.140,5.8848,38.8151,-77.2960
Moultrie,2022-06-22 18:52:47.347,1.0432,31.1591,-83.7708
Deming,2022-06-22 18:52:51.827,1.04,32.2631,-107.7525
Pell City,2022-06-22 18:52:47.140,0.6944,33.5610,-86.2669
Sun Village,2022-06-22 18:53:48.667,1.6096,34.5596,-117.9558
Fruita,2022-06-22 18:52:52.600,2.2016,39.1548,-108.7305
Fort Payne,2022-06-22 18:52:37.193,0.3072,34.4559,-85.6965
Forrest City,2022-06-22 18:52:45.893,0.8576,35.0135,-90.7931
Monroe,2022-06-22 18:52:40.837,1.0912,39.4461,-84.3667
Washington,2022-06-22 18:52:43.140,1.8272,38.5515,-91.0154
Hammonton,2022-06-22 18:52:36.170,0.4256,39.6572,-74.7678
Lakeland North,2022-06-22 18:53:46.623,5.344,47.3374,-122.2812
Dumas,2022-06-22 18:52:51.457,3.1392,35.8613,-101.9642
Miami Springs,2022-06-22 18:52:47.523,6.0256,25.8195,-80.2894
Cahokia,2022-06-22 18:52:43.150,1.776,38.5650,-90.1793
Lewisville,2022-06-22 18:52:48.493,1.1968,36.1030,-80.4166
Chicago Ridge,2022-06-22 18:52:42.517,7.6416,41.7034,-87.7795
Artondale,2022-06-22 18:53:09.987,1.2928,47.3021,-122.6406
Gardendale,2022-06-22 18:52:35.190,0.752,33.6677,-86.8069
Hendersonville,2022-06-22 18:52:46.930,2.336,35.3247,-82.4575
East Wenatchee,2022-06-22 18:52:52.167,4.5664,47.4174,-120.2822
California City,2022-06-22 18:52:51.520,0.0832,35.1578,-117.8721
Bayou Blue,2022-06-22 18:53:11.753,0.7424,29.6341,-90.6733
Oak Park,2022-06-22 18:52:51.567,3.2608,34.1850,-118.7669
Circleville,2022-06-22 18:52:39.687,2.4032,39.6063,-82.9334
Hidalgo,2022-06-22 18:52:53.393,2.0672,26.1090,-98.2464
Wixom,2022-06-22 18:52:32.777,1.888,42.5243,-83.5346
Cayce,2022-06-22 18:52:47.103,1.0176,33.9459,-81.0429
Halawa,2022-06-22 18:53:01.950,7.216,21.3753,-157.9185
Hutchinson,2022-06-22 18:52:39.127,2.0288,44.8855,-94.3768
Athens,2022-06-22 18:52:45.800,1.1072,35.4573,-84.6045
Jericho,2022-06-22 18:52:37.637,4.3424,40.7875,-73.5416
Reidsville,2022-06-22 18:52:46.807,1.1616,36.3376,-79.6725
Sauk Rapids,2022-06-22 18:52:41.243,2.736,45.5981,-94.1538
Hazel Crest,2022-06-22 18:52:43.630,5.0592,41.5732,-87.6899
Bloomsburg,2022-06-22 18:52:33.180,3.952,41.0027,-76.4561
Hudson,2022-06-22 18:52:34.507,2.5376,44.9639,-92.7312
Loveland,2022-06-22 18:52:36.180,3.4368,39.2677,-84.2733
Pierre,2022-06-22 18:52:32.683,1.3184,44.3748,-100.3205
Waunakee,2022-06-22 18:52:35.273,2.3936,43.1829,-89.4447
North Mankato,2022-06-22 18:52:40.267,2.8096,44.1810,-94.0391
Whitefish Bay,2022-06-22 18:52:35.407,8.112,43.1131,-87.9003
Brandermill,2022-06-22 18:52:57.153,2.7808,37.4340,-77.6522
Chesterton,2022-06-22 18:52:41.637,1.84,41.5997,-87.0550
Moorestown-Lenola,2022-06-22 18:53:07.483,2.4384,39.9659,-74.9643
Alamo,2022-06-22 18:52:49.980,1.744,37.8548,-122.0136
Royal Kunia,2022-06-22 18:54:49.477,5.6864,21.4053,-158.0318
Oneonta,2022-06-22 18:52:32.777,3.9232,42.4551,-75.0666
Allouez,2022-06-22 18:52:34.717,3.7472,44.4721,-88.0259
Seabrook,2022-06-22 18:52:54.567,3.216,29.5751,-95.0235
King City,2022-06-22 18:52:52.730,4.5024,36.2164,-121.1330
Cherry Hill Mall,2022-06-22 18:53:05.840,4.688,39.9384,-75.0117
Glenpool,2022-06-22 18:52:52.753,1.5552,35.9488,-96.0052
Avocado Heights,2022-06-22 18:53:00.687,7.5936,34.0391,-117.9970
Atlantic Beach,2022-06-22 18:52:46.327,4.6368,30.3375,-81.4127
Harper Woods,2022-06-22 18:52:36.350,6.496,42.4390,-82.9293
Greenwood,2022-06-22 18:52:46.110,1.3824,33.5126,-90.1993
Ephrata,2022-06-22 18:52:36.087,4.992,40.1811,-76.1812
Forest Park,2022-06-22 18:52:43.647,7.1008,41.8683,-87.8157
Havre de Grace,2022-06-22 18:52:38.037,2.9088,39.5480,-76.1146
Bexley,2022-06-22 18:52:36.130,7.0432,39.9650,-82.9343
Highland Park,2022-06-22 18:52:36.007,9.3632,40.5006,-74.4283
Ewa Beach,2022-06-22 18:53:01.840,14.3136,21.3181,-158.0073
Palmer Ranch,2022-06-22 18:54:54.477,2.272,27.2286,-82.4672
Andrews,2022-06-22 18:52:51.843,2.4512,32.3207,-102.5520
Jefferson Valley-Yorktown,2022-06-22 18:53:46.070,2.4448,41.3180,-73.8008
Bridgetown,2022-06-22 18:53:06.470,3.9456,39.1552,-84.6359
Wood Dale,2022-06-22 18:52:42.537,3.5584,41.9668,-87.9808
Lockhart,2022-06-22 18:52:53.307,1.088,29.8785,-97.6831
St. Helens,2022-06-22 18:52:53.557,3.5328,45.8572,-122.8164
Royse City,2022-06-22 18:52:53.087,0.928,32.9762,-96.3175
D'Iberville,2022-06-22 18:52:47.393,1.6096,30.4709,-88.9011
Latham,2022-06-22 18:53:06.277,2.9376,42.7427,-73.7497
Shepherdsville,2022-06-22 18:52:47.583,1.072,37.9813,-85.7007
Fergus Falls,2022-06-22 18:52:40.117,1.1808,46.2854,-96.0758
Grimes,2022-06-22 18:52:39.437,1.4336,41.6779,-93.7947
Chaparral,2022-06-22 18:52:50.420,0.2848,32.0442,-106.4060
Maumee,2022-06-22 18:52:32.940,1.6896,41.5696,-83.6636
Lincoln,2022-06-22 18:52:41.817,2.7168,40.1508,-89.3720
Brookside,2022-06-22 18:52:37.940,4.3712,39.6665,-75.7152
Blytheville,2022-06-22 18:52:45.760,0.816,35.9321,-89.9051
Teays Valley,2022-06-22 18:53:10.683,2.336,38.4482,-81.9246
Beacon,2022-06-22 18:52:32.870,3.5776,41.5036,-73.9655
Glenn Dale,2022-06-22 18:52:38.327,2.368,38.9833,-76.8040
Lake Arbor,2022-06-22 18:53:03.857,4.24,38.9105,-76.8304
Lebanon,2022-06-22 18:52:34.563,0.4192,43.6353,-72.2531
Waimalu,2022-06-22 18:53:01.957,9.2512,21.3913,-157.9345
Moberly,2022-06-22 18:52:40.833,1.2864,39.4179,-92.4364
McMinnville,2022-06-22 18:52:47.757,1.5296,35.6864,-85.7812
Alexandria,2022-06-22 18:52:39.050,0.9824,45.8776,-95.3767
Short Hills,2022-06-22 18:53:05.777,3.2192,40.7389,-74.3278
Monticello,2022-06-22 18:52:40.167,1.9072,45.2991,-93.7996
River Ridge,2022-06-22 18:52:46.367,6.048,29.9593,-90.2202
Holly Springs,2022-06-22 18:52:47.073,2.3584,34.1681,-84.4847
Dallas,2022-06-22 18:52:47.127,2.288,33.9152,-84.8416
Palmetto,2022-06-22 18:52:47.487,3.1584,27.5251,-82.5749
Bensville,2022-06-22 18:53:45.967,0.9952,38.6176,-77.0077
Waycross,2022-06-22 18:52:48.240,1.4176,31.2108,-82.3579
Wauconda,2022-06-22 18:52:43.553,3.3184,42.2749,-88.1359
Andover,2022-06-22 18:52:39.917,1.6128,37.6873,-97.1352
Celina,2022-06-22 18:52:51.767,0.5184,33.3154,-96.7941
Middlesex,2022-06-22 18:52:33.707,4.816,40.5744,-74.5011
Marshall,2022-06-22 18:52:40.250,1.6448,44.4488,-95.7897
Canton,2022-06-22 18:52:39.583,2.1376,40.5632,-90.0409
Chelsea,2022-06-22 18:52:47.193,0.704,33.3262,-86.6300
Jensen Beach,2022-06-22 18:52:46.560,2.4064,27.2437,-80.2423
Forest City,2022-06-22 18:53:01.197,3.904,28.6619,-81.4444
Oatfield,2022-06-22 18:53:07.207,4.944,45.4125,-122.5940
Iona,2022-06-22 18:53:01.073,2.5312,26.5160,-81.9601
Jasper,2022-06-22 18:52:36.147,0.5696,33.8508,-87.2710
Olean,2022-06-22 18:52:32.823,2.8416,42.0819,-78.4321
Roselle Park,2022-06-22 18:52:33.463,13.696,40.6653,-74.2666
Monroe,2022-06-22 18:52:47.157,1.0688,33.7990,-83.7161
Elizabethton,2022-06-22 18:52:45.683,1.7536,36.3367,-82.2370
Ardmore,2022-06-22 18:52:37.827,8.5056,40.0033,-75.2947
Levelland,2022-06-22 18:52:52.977,1.6416,33.5806,-102.3635
Vadnais Heights,2022-06-22 18:52:42.373,2.4032,45.0570,-93.0748
Marietta,2022-06-22 18:52:33.917,1.984,39.4241,-81.4465
Snoqualmie,2022-06-22 18:52:53.490,2.3296,47.5293,-121.8412
Pottsville,2022-06-22 18:52:35.147,4.016,40.6798,-76.2091
Bay St. Louis,2022-06-22 18:52:46.320,1.136,30.3281,-89.3774
Ridge,2022-06-22 18:52:37.437,1.2672,40.9068,-72.8816
Federal Heights,2022-06-22 18:53:00.797,9.4176,39.8651,-105.0154
St. James,2022-06-22 18:52:37.473,3.6608,40.8761,-73.1521
Sault Ste. Marie,2022-06-22 18:52:36.307,1.1296,46.4817,-84.3723
Huntington,2022-06-22 18:52:38.400,14.7968,38.7916,-77.0740
Brecksville,2022-06-22 18:52:32.960,0.8576,41.3079,-81.6192
Gatesville,2022-06-22 18:52:53.197,1.5872,31.4445,-97.7317
Soddy-Daisy,2022-06-22 18:53:08.360,0.72,35.2571,-85.1739
Mount Vernon,2022-06-22 18:52:38.390,3.1872,38.7140,-77.1043
Gladeview,2022-06-22 18:53:01.407,6.5088,25.8395,-80.2368
Grover Beach,2022-06-22 18:52:52.783,7.2032,35.1204,-120.6197
Englewood,2022-06-22 18:52:40.807,2.5376,39.8643,-84.3070
Shiloh,2022-06-22 18:52:45.247,1.5072,38.5534,-89.9161
Powell,2022-06-22 18:53:08.457,1.9456,36.0358,-84.0296
Lake Forest Park,2022-06-22 18:52:52.207,4.7264,47.7574,-122.2864
Newington,2022-06-22 18:52:38.390,3.6256,38.7358,-77.1993
Carpinteria,2022-06-22 18:52:51.557,6.4192,34.3962,-119.5118
Nesconset,2022-06-22 18:52:37.420,4.3424,40.8467,-73.1522
Beach Park,2022-06-22 18:52:43.520,2.3424,42.4260,-87.8583
Lyndhurst,2022-06-22 18:52:32.980,3.744,41.5172,-81.4922
Brainerd,2022-06-22 18:52:39.013,1.3664,46.3553,-94.1983
Beaufort,2022-06-22 18:52:46.187,0.6784,32.4597,-80.7235
Washington,2022-06-22 18:52:36.037,5.6736,40.1741,-80.2465
Moss Point,2022-06-22 18:52:47.387,0.6848,30.4241,-88.5289
Dardenne Prairie,2022-06-22 18:52:39.797,3.1136,38.7565,-90.7319
New Providence,2022-06-22 18:52:33.467,4.48,40.6996,-74.4035
Lone Tree,2022-06-22 18:52:52.593,1.6832,39.5309,-104.8709
Richton Park,2022-06-22 18:52:43.653,3.7632,41.4816,-87.7387
La Grande,2022-06-22 18:52:52.293,3.6096,45.3242,-118.0865
Palos Verdes Estates,2022-06-22 18:52:52.873,3.456,33.7872,-118.3973
Powell,2022-06-22 18:52:41.800,2.88,40.1689,-83.0829
Yulee,2022-06-22 18:52:46.297,0.7104,30.6350,-81.5678
North Valley,2022-06-22 18:53:06.090,2.368,35.1736,-106.6231
Santa Fe,2022-06-22 18:52:54.603,0.9728,29.3889,-95.1003
Montgomeryville,2022-06-22 18:52:37.827,3.4592,40.2502,-75.2405
Kettering,2022-06-22 18:52:38.327,2.9888,38.8888,-76.7889
Solana Beach,2022-06-22 18:52:54.363,4.8128,32.9943,-117.2574
Rendon,2022-06-22 18:52:51.790,0.6656,32.5789,-97.2349
Superior,2022-06-22 18:52:54.797,4.1728,39.9340,-105.1588
Huron,2022-06-22 18:52:34.743,1.6864,44.3623,-98.2094
Channahon,2022-06-22 18:52:42.583,1.0496,41.4210,-88.2599
Conway,2022-06-22 18:52:45.490,4.784,28.4968,-81.3316
Port Royal,2022-06-22 18:52:49.347,0.9632,32.3557,-80.7029
Richmond Hill,2022-06-22 18:52:47.283,0.6944,31.9012,-81.3125
Bellefontaine,2022-06-22 18:52:39.603,1.6288,40.3627,-83.7630
Shorewood,2022-06-22 18:52:35.400,10.2944,43.0913,-87.8864
Western Springs,2022-06-22 18:52:43.703,5.8752,41.8023,-87.9006
Bedford,2022-06-22 18:52:39.797,1.3376,38.8602,-86.4895
McFarland,2022-06-22 18:52:52.790,6.1088,35.6781,-119.2413
Baker,2022-06-22 18:52:46.310,1.9456,30.5832,-91.1582
Chatham,2022-06-22 18:52:42.930,2.2176,39.6733,-89.6934
Glenn Heights,2022-06-22 18:52:53.077,2.2656,32.5506,-96.8548
Lahaina,2022-06-22 18:52:55.603,2.096,20.8848,-156.6618
Verona,2022-06-22 18:52:35.273,2.1792,42.9892,-89.5383
Auburn,2022-06-22 18:52:39.470,2.1248,41.3666,-85.0559
New Ulm,2022-06-22 18:52:40.263,1.6064,44.3120,-94.4685
Rochester,2022-06-22 18:52:34.797,4.256,42.6866,-83.1198
Clayton,2022-06-22 18:52:42.953,0.88,39.8689,-84.3292
Mounds View,2022-06-22 18:52:40.210,4.016,45.1071,-93.2076
Fostoria,2022-06-22 18:52:33.190,2.1504,41.1600,-83.4121
Waianae,2022-06-22 18:53:01.923,3.0176,21.4568,-158.1758
Rogers,2022-06-22 18:52:41.303,0.64,45.1865,-93.5783
Warrensville Heights,2022-06-22 18:52:35.790,3.9488,41.4363,-81.5222
Miami,2022-06-22 18:52:52.717,1.4656,36.8878,-94.8711
Mountain Park,2022-06-22 18:54:55.433,2.8128,33.8458,-84.1314
Bardstown,2022-06-22 18:52:45.590,1.344,37.8175,-85.4550
Firestone,2022-06-22 18:52:53.733,1.1968,40.1565,-104.9494
Bothell East,2022-06-22 18:53:14.263,7.7568,47.8064,-122.1844
Indiana,2022-06-22 18:52:33.367,9.2416,40.6220,-79.1552
Dorado,2022-06-20 08:32:56.107,5.1424,18.4657,-66.2726
Stoughton,2022-06-22 18:52:35.270,2.6976,42.9237,-89.2225
Henderson,2022-06-22 18:52:53.137,1.3568,32.1576,-94.7960
Rocky Point,2022-06-22 18:52:37.440,1.4336,40.9357,-72.9364
Warrenville,2022-06-22 18:52:42.533,2.9728,41.8209,-88.1857
Timberlake,2022-06-22 18:52:38.807,1.44,37.3167,-79.2481
La Grange Park,2022-06-22 18:52:43.627,7.264,41.8308,-87.8723
Harrison,2022-06-22 18:52:45.697,1.4464,36.2438,-93.1198
Monfort Heights,2022-06-22 18:53:06.697,2.7264,39.1823,-84.6075
Newton,2022-06-22 18:52:46.893,1.1712,35.6630,-81.2335
Westmont,2022-06-22 18:53:05.810,7.2736,39.9082,-75.0551
Black Forest,2022-06-22 18:52:49.933,0.16,39.0608,-104.6752
Sharon,2022-06-22 18:52:35.810,4.2912,41.2340,-80.4998
South Daytona,2022-06-22 18:52:48.320,4.3712,29.1657,-81.0055
Connersville,2022-06-22 18:52:39.687,2.1056,39.6582,-85.1410
Coatesville,2022-06-22 18:52:33.793,8.944,39.9849,-75.8200
El Sobrante,2022-06-22 18:53:48.173,2.2368,33.8724,-117.4624
Worthington,2022-06-22 18:52:42.407,2.0544,43.6281,-95.5990
North Palm Beach,2022-06-22 18:52:50.677,4.9536,26.8217,-80.0576
Irondale,2022-06-22 18:52:47.167,0.9312,33.5439,-86.6606
McPherson,2022-06-22 18:52:34.030,2.1664,38.3714,-97.6605
Las Vegas,2022-06-22 18:52:52.767,2.0608,35.6011,-105.2206
Sarasota Springs,2022-06-22 18:53:01.443,6.0256,27.3087,-82.4746
Annapolis Neck,2022-06-22 18:53:11.817,2.3232,38.9409,-76.4997
Steamboat Springs,2022-06-22 18:52:53.743,1.6288,40.4777,-106.8243
Trenton,2022-06-22 18:52:36.177,3.5328,39.4792,-84.4620
Fort Lewis,2022-06-22 18:53:46.303,1.5648,47.0955,-122.5674
Jupiter Farms,2022-06-22 18:53:14.803,1.0656,26.9222,-80.2189
Woodinville,2022-06-22 18:52:53.490,2.8672,47.7570,-122.1477
Fort Drum,2022-06-22 18:53:45.950,1.12,44.0450,-75.7845
Avenal,2022-06-22 18:52:51.423,0.8256,36.0311,-120.1162
San Marino,2022-06-22 18:52:54.233,4.272,34.1224,-118.1132
Coolidge,2022-06-22 18:52:51.737,0.208,32.9363,-111.5254
Red Oak,2022-06-22 18:52:53.130,1.0432,32.5212,-96.7866
Dunmore,2022-06-22 18:52:35.750,1.8016,41.4152,-75.6072
Butler,2022-06-22 18:52:33.227,5.9104,40.8616,-79.8962
Moody,2022-06-22 18:52:47.140,0.6528,33.5986,-86.4963
New Kingman-Butler,2022-06-22 18:53:09.487,3.2256,35.2645,-114.0091
Plover,2022-06-22 18:52:34.697,1.5104,44.4615,-89.5382
Los Alamos,2022-06-22 18:52:50.150,1.4432,35.8927,-106.2862
El Dorado,2022-06-22 18:52:34.047,1.7472,37.8210,-96.8613
Claremont,2022-06-22 18:52:35.177,0.3712,43.3790,-72.3368
Forest Hill,2022-06-22 18:52:53.067,3.8368,32.6619,-97.2662
Oakland,2022-06-22 18:52:33.283,1.8816,41.0313,-74.2408
Ocean Pines,2022-06-22 18:52:38.623,2.4704,38.3851,-75.1487
Azle,2022-06-22 18:52:51.793,1.8176,32.8955,-97.5379
Rantoul,2022-06-22 18:52:44.597,1.8816,40.3031,-88.1549
Lumberton,2022-06-22 18:52:53.267,1.1904,30.2562,-94.2070
Lexington Park,2022-06-22 18:52:38.600,2.6336,38.2528,-76.4424
Portland,2022-06-22 18:52:46.787,1.1008,36.5921,-86.5239
Ridgefield Park,2022-06-22 18:52:33.267,9.3696,40.8543,-74.0201
New Carrollton,2022-06-22 18:52:38.347,10.1984,38.9656,-76.8775
Marshall,2022-06-22 18:52:40.880,1.5744,39.1147,-93.2010
Davidson,2022-06-22 18:52:48.723,2.5344,35.4840,-80.8247
Elfers,2022-06-22 18:52:45.493,4.4928,28.2140,-82.7230
Finneytown,2022-06-22 18:53:06.480,3.9712,39.2159,-84.5144
University Heights,2022-06-22 18:52:35.787,8.7296,41.4948,-81.5350
West Carrollton,2022-06-22 18:53:32.327,2.4768,39.6701,-84.2542
North Adams,2022-06-22 18:52:32.793,0.7808,42.6844,-73.1166
Glendale,2022-06-22 18:52:35.407,2.7616,43.1287,-87.9277
Suamico,2022-06-22 18:52:32.680,0.4352,44.6354,-88.0683
Edgewater,2022-06-22 18:52:35.913,16.4,40.8237,-73.9740
Willow Grove,2022-06-22 18:52:37.840,6.256,40.1469,-75.1174
Key Biscayne,2022-06-22 18:52:50.703,12.7456,25.6908,-80.1653
South Sioux City,2022-06-22 18:52:41.500,2.4768,42.4627,-96.4125
Kingston,2022-06-22 18:52:33.127,7.4016,41.2652,-75.8876
Joppatowne,2022-06-22 18:52:38.037,2.3552,39.4181,-76.3516
Lake Norman of Catawba,2022-06-22 18:53:46.233,0.656,35.5995,-80.9840
Cedar Lake,2022-06-22 18:52:41.630,1.8208,41.3696,-87.4389
Grass Valley,2022-06-22 18:52:52.597,3.0144,39.2238,-121.0522
Herrin,2022-06-22 18:52:39.947,1.6352,37.7983,-89.0305
Jacksonville,2022-06-22 18:52:39.803,1.4464,33.8088,-85.7545
Lindsay,2022-06-22 18:52:52.737,5.8016,36.2082,-119.0897
McComb,2022-06-22 18:52:48.247,1.3408,31.2442,-90.4716
Mercerville,2022-06-22 18:53:05.713,4.2816,40.2360,-74.6917
Verde Village,2022-06-22 18:52:50.213,2.2656,34.7119,-111.9941
Riviera Beach,2022-06-22 18:52:38.287,6,39.1623,-76.5257
Miller Place,2022-06-22 18:52:37.417,2.4096,40.9374,-72.9864
Cornelius,2022-06-22 18:52:50.927,6.7424,45.5188,-123.0510
Cypress Lake,2022-06-22 18:53:01.403,4.1152,26.5392,-81.8999
Manorville,2022-06-22 18:52:37.457,0.6176,40.8574,-72.7915
Harrison,2022-06-22 18:52:39.750,2.9504,39.2584,-84.7868
Trinity,2022-06-22 18:53:01.383,3.5232,28.1809,-82.6582
Lilburn,2022-06-22 18:52:47.983,2.3136,33.8897,-84.1364
Dover,2022-06-22 18:52:39.587,2.7648,40.5304,-81.4806
Lakeside,2022-06-22 18:52:38.763,3.6416,37.6132,-77.4768
Clarkston,2022-06-22 18:52:47.147,8.5344,33.8117,-84.2403
Panama City Beach,2022-06-22 18:52:47.407,0.8128,30.2370,-85.8776
Greenville,2022-06-22 18:52:40.737,2.3648,40.1043,-84.6209
Franklin Park,2022-06-22 18:53:12.260,6.0416,40.4439,-74.5431
Commerce,2022-06-22 18:52:51.610,2.4064,33.9963,-118.1519
College,2022-06-22 18:52:55.833,0.8384,64.8694,-147.8216
Gaffney,2022-06-22 18:52:45.887,1.8912,35.0743,-81.6552
Port Neches,2022-06-22 18:52:53.290,1.8144,29.9765,-93.9459
East Islip,2022-06-22 18:52:37.407,3.9776,40.7257,-73.1869
Wickliffe,2022-06-22 18:52:32.917,3.408,41.6072,-81.4690
Geneva,2022-06-22 18:52:32.763,3.728,42.8645,-76.9826
Tehachapi,2022-06-22 18:52:54.107,1.5296,35.1276,-118.4744
Orangeburg,2022-06-22 18:52:47.183,1.7408,33.4928,-80.8671
Fort Bliss,2022-06-22 18:53:46.300,0.8736,31.8396,-106.3747
Smithfield,2022-06-22 18:52:50.167,1.3024,35.5133,-78.3495
Fulton,2022-06-22 18:52:40.930,1.2704,38.8551,-91.9510
St. Ann,2022-06-22 18:52:42.140,4.9664,38.7266,-90.3872
Crowley,2022-06-22 18:52:47.410,2.6784,30.2175,-92.3752
Echelon,2022-06-22 18:53:05.840,5.6032,39.8482,-74.9957
Meadville,2022-06-22 18:52:32.927,3.5904,41.6476,-80.1468
Endicott,2022-06-22 18:52:37.033,4.9056,42.0980,-76.0639
Lansdowne,2022-06-22 18:53:14.143,3.872,39.0844,-77.4839
Justice,2022-06-22 18:52:43.623,5.5136,41.7495,-87.8345
Athens,2022-06-22 18:52:51.870,0.8768,32.2041,-95.8321
Sugarland Run,2022-06-22 18:52:56.880,7.7824,39.0309,-77.3762
Martinsville,2022-06-22 18:52:34.097,1.424,36.6826,-79.8636
Lakeland,2022-06-22 18:52:46.963,0.6624,35.2585,-89.7308
San Anselmo,2022-06-22 18:52:54.890,5.8272,37.9821,-122.5699
Fernandina Beach,2022-06-22 18:52:46.300,1.3152,30.6571,-81.4511
Kewanee,2022-06-22 18:52:40.577,2.3616,41.2399,-89.9264
Big Bear City,2022-06-22 18:52:50.167,0.4864,34.2536,-116.7903
Richmond,2022-06-22 18:52:53.317,3.168,29.5824,-95.7563
Maili,2022-06-22 18:53:01.893,9.1008,21.4133,-158.1701
Half Moon Bay,2022-06-22 18:52:52.673,2.4896,37.4685,-122.4382
Wilton Manors,2022-06-22 18:52:48.373,7.8912,26.1593,-80.1395
East Renton Highlands,2022-06-22 18:53:10.237,1.3952,47.4718,-122.0854
Grand Terrace,2022-06-22 18:52:52.773,4.4288,34.0312,-117.3132
Leeds,2022-06-22 18:52:37.477,0.6784,33.5436,-86.5639
Bedford,2022-06-22 18:52:35.767,2.9024,41.3919,-81.5360
Gulf Shores,2022-06-22 18:52:46.257,0.544,30.2764,-87.7017
Vinings,2022-06-22 18:52:46.057,4.9568,33.8608,-84.4686
Georgetown,2022-06-22 18:54:46.820,1.8784,31.9849,-81.2260
Middleburg,2022-06-22 18:52:46.367,0.7872,30.0502,-81.9011
Borger,2022-06-22 18:52:51.453,1.76,35.6598,-101.4012
Riverdale,2022-06-22 18:52:43.657,4.3296,41.6441,-87.6366
Conneaut,2022-06-22 18:52:35.707,0.5824,41.9275,-80.5685
